"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size","Standard Error","Lower CI","Upper CI"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","?","%","22","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","?","%","45","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","17.2","%","88","4.020551936","9.29","25.05507398"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","?","%","26","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","?","%","14","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","?","%","16","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","?","%","18","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","?","%","14","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","?","%","35","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","?","%","1","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","?","%","10","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Mixed/Multiple","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","?","%","17","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","16.3","%","5395","0.502737252","15.3","17.27420807"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","18.3","%","109","3.703690238","11.04","25.56046365"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","?","%","43","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","?","%","12","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","16.8","%","54","5.086013103","6.82","26.75483223"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","15.3","%","478","1.646169134","12.06","18.51797967"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","25","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","14","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","16.1","%","283","2.185464373","11.83","20.39664002"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","14.3","%","118","3.223632392","7.99","20.62844815"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","?","%","38","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","18.4","%","402","1.930669461","14.57","22.13681835"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","?","%","21","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","?","%","17","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","18.8","%","57","5.173132373","8.64","28.92065942"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","18.7","%","307","2.224070021","14.31","23.03142037"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","20.4","%","435","1.932950022","16.64","24.21306289"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","10.7","%","57","4.097299654","2.69","18.74850109"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","22.6","%","236","2.721348858","17.24","27.90675037"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","?","%","18","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","10.7","%","54","4.212066386","2.48","18.98786657"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","26.1","%","70","5.249208756","15.81","36.38852195"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","14.6","%","704","1.330100291","11.97","17.18798214"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","11.7","%","56","4.29825163","3.29","20.14400575"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","11.2","%","76","3.613684685","4.09","18.25580165"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","?","%","37","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","15.3","%","535","1.556622648","12.26","18.35724358"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","18.0","%","468","1.774377205","14.48","21.43808472"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","20.3","%","180","2.997299399","14.41","26.16081551"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","21.7","%","69","4.960410914","11.95","31.39912299"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","15.3","%","67","4.39284853","6.65","23.86673802"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","15.8","%","115","3.400434787","9.13","22.45578942"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","?","%","16","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","?","%","21","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","16.0","%","1883","0.844630454","14.33","17.64567325"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","16.0","%","1883","0.844630454","14.33","17.64567325"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","14.1","%","630","1.388171803","11.42","16.86029806"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","15.8","%","80","4.078894845","7.81","23.80385521"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","18.0","%","80","4.293182065","9.56","26.39141058"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","16.5","%","87","3.977306062","8.68","24.2731367"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","5.8","%","67","2.853663115","0.2","11.3846663"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","13.9","%","316","1.945389439","10.07","17.70084154"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","14.9","%","172","2.718273509","9.61","20.26943434"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","16.7","%","57","4.940509892","7.02","26.38613772"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","?","%","19","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","?","%","27","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","?","%","34","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","?","%","35","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","26.1","%","114","4.111308164","18","34.11918845"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","?","%","14","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","?","%","32","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","?","%","13","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Asian/Asian British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","26.6","%","55","5.961451963","14.96","38.33150219"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","17.7","%","2830","0.718096144","16.33","19.14795302"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","?","%","28","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","?","%","13","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","?","%","2","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","?","%","13","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","12.3","%","171","2.507741081","7.34","17.17101895"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","5","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","4","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","12.0","%","135","2.795009389","6.5","17.46020242"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","?","%","5","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","?","%","22","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","18.3","%","141","3.25927663","11.95","24.73106081"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","?","%","12","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","?","%","4","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","?","%","29","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","21.3","%","96","4.178236623","13.1","29.48281983"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","25.0","%","163","3.393451278","18.39","31.69176521"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","?","%","12","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","?","%","39","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","?","%","9","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","18.6","%","59","5.066045385","8.67","28.53238118"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","?","%","44","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","22.7","%","291","2.457316153","17.93","27.56152686"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","?","%","14","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","?","%","17","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","?","%","6","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","20.9","%","254","2.552882095","15.93","25.94113999"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","21.6","%","267","2.516397067","16.62","26.48414836"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","20.4","%","98","4.067851335","12.39","28.33596143"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","?","%","33","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","32.8","%","52","6.509239819","20.02","45.53169303"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","14.3","%","57","4.632939399","5.19","23.35179502"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","?","%","9","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","?","%","18","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","16.1","%","1446","0.96719254","14.23","18.02354361"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","16.1","%","1446","0.96719254","14.23","18.02354361"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","21.4","%","204","2.872384526","15.79","27.04877755"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","?","%","25","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","?","%","38","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","?","%","24","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","?","%","21","?","?","?"
